Strain	Strain_amine	Rs_mean	Rs_sd	contaminated	root	soil	total_BGC	siderophore	bacteriocin	nrps	terpene	PKS	arylpolyene	butyrolactone	ectoine	hserlactone	oligosaccharide	lantipeptide	resorcinol	PUFA	lassopeptide	microcin	melanin	indole	phosphonate	thiopeptide	cyanobactin	blactam	phenazine	amglyccycl	ladderane	linaridin	total_antagonistic	total_sensitive	0256	0358	0464	0217	0380	0420	0427	0429	0448	0455	0281	0349	0421	0452	0453	0335	0451	0369	0367	0388	0276	0324	0317	0385	0280	0296	0326	0373	0450	0243	0222	0423	0431	0432	0433	0434	0442	0254	0308	0370	0255	0299	0331	0389	0409	0351	0444	0227	0257	0272	0285	0295	0301	0440	0441	0445	0446	0449	0235	0294	0461	0220	0283	0392	0307	0333	0345	0245	0247	0249	0251	0282	0459	0465	0343	0221	0248	0300	0368	0426	0463	0436	0265	0366	0428	0435	0443	0348	0419	0329	0330	0398	0262	0359	0437	0414	0238	0230	0219	0347	0394	0410	0341	0356	0334	0404	0218	0274	0278	0372	0374	0412	0216	0360	0381	0396	0233	0312	0422	0270	0355	0466	0223	0225	0228	0246	0253	0357	0415	0311	0424	0236	0258	0297	0306	0316	0375	0234	0250	0322	0344	0273	0363	0302	0417	0418	0244	0291	0454	0277	0382	0413	0292	0293	0310	0313	0337	0321	0338	0383	0226	0229	0232	0275	0340	0346	0352	0323	0284	0342	0252	0327	0287	0328	0240	0457	0407	0416	0336	0379	0384	0325	0430	0467	0353	0376	0386	0403	0411	0460	0468	0395	0393	0279	0378	0391	0438	0439
0335	Root4	4	0	0	FALSE	1	0	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0	0	0	0	0.091	0.17	0	0.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0457	Root9	9	0	0	FALSE	1	0	11	1	2	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.084	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0	0	0	0	0	0	0	0.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0221	Root11	11	0.154	0.027	TRUE	1	0	17	1	4	6	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0	0.282	0	0.504	0.179	0.127	0	0	0.086	0.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084	0	0	0	0	0	0	0	0.076	0	0	0	0	0	0	0.091	0	0	0	0	0	0	0	0	0	0	0.236	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0.473	0	0
0294	Root22	22	0	0	FALSE	1	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0321	Root29	29	0.152	0.02	TRUE	1	0	8	0	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	2	0	0	0.16	0.249	0	0.815	0.864	0	0	0	0	0	1.066	0	0	0	0	0	0	0.082	0	0	0.068	0	0	0.071	0	0.066	0	0.156	0	0	0	0	0	0	0	0	0.17	0	0	0.289	0.489	0	0	0	0	0	0	0	0	0	0	0.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358	0	0.352	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174	0	0	0	0	0	0	0	0	0	0	0	0	0
0322	Root31	31	0	0	FALSE	1	0	10	1	0	1	1	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0363	Root50	50	0	0	FALSE	1	0	9	0	3	0	1	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0.61	0.086	0.091	0	0.61	0.536	0	0	0	0	0	1.633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127	0	0	0	0.076	0	0	0	0	0	0	0	0.33	0.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0	0	0	0	0	0	0	0	0	0	0.189	0	0
0367	Root53	53	0	0	FALSE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0385	Root60	60	0	0	FALSE	1	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
